feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
669,answer__please_select_all_that_the_app_includes_b82bc521__not_applicable,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
670,answer__please_select_all_that_the_app_includes_be745a55__depictions_of_or_references_to_sexual_violence,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,Depictions of or References to Sexual Violence,All Other App Types,false,10
671,answer__please_select_all_that_the_app_includes_be745a55__nudity_or_revealing_outfits,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,Nudity or Revealing Outfits,All Other App Types,false,87
672,answer__please_select_all_that_the_app_includes_be745a55__sexual_activity_includes_both_moving_and_still_images_of_sexual_activity,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,Sexual Activity - Includes both moving and still images of sexual activity,All Other App Types,false,23
673,answer__please_select_all_that_the_app_includes_be745a55__suggestive_sexual_themes_or_references,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,Suggestive/Sexual Themes or References,All Other App Types,false,16
674,answer__please_select_all_that_the_app_includes_be745a55__none,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
675,answer__please_select_all_that_the_app_includes_be745a55__inactive,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,270
676,answer__please_select_all_that_the_app_includes_be745a55__not_applicable,answer__please_select_all_that_the_app_includes_be745a55,checkbox,please_select_all_that_the_app_includes_be745a55,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
677,answer__please_select_all_that_the_game_includes_44d3634e__female_fantasy_creatures_breasts_e_g_harpies,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,"Female Fantasy Creatures' Breasts, e.g., harpies",Game,false,6
678,answer__please_select_all_that_the_game_includes_44d3634e__female_human_breasts_with_nipples,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,Female Human Breasts with Nipples,Game,false,9
679,answer__please_select_all_that_the_game_includes_44d3634e__genitalia,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,Genitalia,Game,false,40
680,answer__please_select_all_that_the_game_includes_44d3634e__human_buttocks,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,Human Buttocks,Game,false,6
681,answer__please_select_all_that_the_game_includes_44d3634e__nipple_less_breasts_or_breasts_with_minimal_coverage_e_g_pasties_long_hair,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,"Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair",Game,false,8
682,answer__please_select_all_that_the_game_includes_44d3634e__none,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,__NONE__,Game,true,0
683,answer__please_select_all_that_the_game_includes_44d3634e__inactive,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,__INACTIVE__,Game,true,341
684,answer__please_select_all_that_the_game_includes_44d3634e__not_applicable,answer__please_select_all_that_the_game_includes_44d3634e,checkbox,please_select_all_that_the_game_includes_44d3634e,Please select all that the game includes:,checkbox,__NOT_APPLICABLE__,Game,true,404
685,answer__please_select_all_that_the_game_includes_4e162967__cash_convertible_rewards_cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",Game,false,20
686,answer__please_select_all_that_the_game_includes_4e162967__issuance_e_g_minting_of_transferable_digital_assets_e_g_nfts,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",Game,false,21
687,answer__please_select_all_that_the_game_includes_4e162967__purchases_of_digital_goods,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,Purchases of digital goods,Game,false,18
688,answer__please_select_all_that_the_game_includes_4e162967__none,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,__NONE__,Game,true,0
689,answer__please_select_all_that_the_game_includes_4e162967__inactive,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,__INACTIVE__,Game,true,349
690,answer__please_select_all_that_the_game_includes_4e162967__not_applicable,answer__please_select_all_that_the_game_includes_4e162967,checkbox,please_select_all_that_the_game_includes_4e162967,Please select all that the game includes:,checkbox,__NOT_APPLICABLE__,Game,true,404
691,answer__please_select_all_that_the_game_includes_500aa428__discriminatory_language_against_race_religion_sex_etc,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,"Discriminatory language (against race, religion, sex, etc...)",Game,false,14
692,answer__please_select_all_that_the_game_includes_500aa428__minor_profanities_e_g_go_to_hell,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,"Minor profanities (e.g., ""go to hell"")",Game,false,24
693,answer__please_select_all_that_the_game_includes_500aa428__moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,Moderate swearing or other language or gestures that could be considered moderately or significantly offensive,Game,false,18
694,answer__please_select_all_that_the_game_includes_500aa428__sexual_expletives,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,Sexual expletives,Game,false,22
695,answer__please_select_all_that_the_game_includes_500aa428__none,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,__NONE__,Game,true,0
696,answer__please_select_all_that_the_game_includes_500aa428__inactive,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,__INACTIVE__,Game,true,331
697,answer__please_select_all_that_the_game_includes_500aa428__not_applicable,answer__please_select_all_that_the_game_includes_500aa428,checkbox,please_select_all_that_the_game_includes_500aa428,Please select all that the game includes:,checkbox,__NOT_APPLICABLE__,Game,true,404
698,answer__please_select_all_that_the_game_includes_768feb67__dating_games_interactive_dating_marriage_or_other_romantic_relationships_between_game_characters,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,"Dating Games - Interactive dating, marriage, or other romantic relationships between game characters",Game,false,11
699,answer__please_select_all_that_the_game_includes_768feb67__depictions_of_or_references_to_sexual_violence,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,Depictions of or References to Sexual Violence,Game,false,15
700,answer__please_select_all_that_the_game_includes_768feb67__nudity_or_revealing_outfits,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,Nudity or Revealing Outfits,Game,false,81
701,answer__please_select_all_that_the_game_includes_768feb67__sexual_activity_includes_both_moving_and_still_images_of_sexual_activity,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,Sexual Activity - Includes both moving and still images of sexual activity,Game,false,32
702,answer__please_select_all_that_the_game_includes_768feb67__suggestive_sexual_themes_or_references,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,Suggestive/Sexual Themes or References,Game,false,23
703,answer__please_select_all_that_the_game_includes_768feb67__none,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,__NONE__,Game,true,0
704,answer__please_select_all_that_the_game_includes_768feb67__inactive,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,__INACTIVE__,Game,true,266
705,answer__please_select_all_that_the_game_includes_768feb67__not_applicable,answer__please_select_all_that_the_game_includes_768feb67,checkbox,please_select_all_that_the_game_includes_768feb67,Please select all that the game includes:,checkbox,__NOT_APPLICABLE__,Game,true,404
706,answer__please_select_all_that_the_game_includes_a0533f3c__blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery,answer__please_select_all_that_the_game_includes_a0533f3c,checkbox,please_select_all_that_the_game_includes_a0533f3c,Please select all that the game includes:,checkbox,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)",Game,false,11
707,answer__please_select_all_that_the_game_includes_a0533f3c__disturbing_or_gory_images_without_a_violent_act_shown,answer__please_select_all_that_the_game_includes_a0533f3c,checkbox,please_select_all_that_the_game_includes_a0533f3c,Please select all that the game includes:,checkbox,Disturbing or gory images without a violent act shown.,Game,false,20
